student_id,fecha,tipo,asistio_clase,entrego_tareas,act_voluntariado,aprobo_parcial,comentario
402,2026-03-12,Presencial,True,True,True,False,Seg #124
508,2026-06-06,Virtual,False,True,True,True,Seg #125
38,2026-02-23,Presencial,True,True,False,True,Seg #126
955,2026-03-12,Virtual,False,True,True,False,Seg #127
511,2026-02-15,Virtual,False,True,True,True,Seg #128
393,2026-03-17,Presencial,True,False,True,True,Seg #129
713,2026-02-07,Llamada,True,True,True,False,Seg #130
494,2026-04-20,Presencial,True,False,False,False,Seg #131
200,2026-02-22,Virtual,True,True,False,True,Seg #132
255,2026-03-15,Llamada,True,False,True,True,Seg #133
179,2026-06-26,Presencial,True,False,True,True,Seg #134
547,2026-06-28,Virtual,True,True,True,False,Seg #135
594,2026-02-19,Llamada,True,True,True,False,Seg #136
389,2026-03-19,Presencial,True,True,True,False,Seg #137
398,2026-04-28,Llamada,True,True,True,True,Seg #138
732,2026-03-17,Llamada,True,True,True,True,Seg #139
158,2026-03-25,Virtual,True,False,True,False,Seg #140
4,2026-06-21,Llamada,True,False,False,True,Seg #141
167,2026-02-02,Llamada,True,True,False,False,Seg #142
468,2026-02-23,Virtual,True,True,True,True,Seg #143
960,2026-05-16,Llamada,True,False,True,True,Seg #144
409,2026-01-27,Virtual,False,True,False,False,Seg #145
412,2026-04-26,Virtual,True,True,False,True,Seg #146
204,2026-01-13,Llamada,True,False,True,False,Seg #147
194,2026-03-11,Llamada,False,True,False,True,Seg #148
235,2026-06-18,Presencial,False,True,False,False,Seg #149
718,2026-02-14,Presencial,True,False,True,False,Seg #150
150,2026-01-18,Llamada,True,True,True,True,Seg #151
159,2026-04-06,Presencial,True,False,True,True,Seg #152
279,2026-04-02,Llamada,True,True,True,True,Seg #153
816,2026-05-04,Virtual,False,True,True,True,Seg #154
404,2026-05-08,Llamada,True,False,False,False,Seg #155
893,2026-06-19,Llamada,False,True,False,True,Seg #156
678,2026-06-17,Llamada,True,False,True,True,Seg #157
311,2026-03-02,Virtual,False,False,True,True,Seg #158
68,2026-01-20,Presencial,True,True,False,True,Seg #159
463,2026-03-02,Virtual,True,True,True,False,Seg #160
88,2026-06-11,Llamada,True,True,True,True,Seg #161
217,2026-04-17,Llamada,True,False,False,True,Seg #162
1,2026-02-07,Llamada,True,True,True,False,Seg #163
135,2026-04-22,Presencial,False,True,True,True,Seg #164
697,2026-05-06,Presencial,True,True,True,False,Seg #165
351,2026-03-22,Presencial,False,True,True,True,Seg #166
140,2026-02-19,Llamada,True,False,True,True,Seg #167
618,2026-03-12,Virtual,True,False,True,True,Seg #168
133,2026-02-26,Llamada,False,False,True,True,Seg #169
620,2026-02-19,Virtual,True,True,True,False,Seg #170
178,2026-06-11,Llamada,True,False,True,True,Seg #171
810,2026-02-13,Presencial,True,True,True,True,Seg #172
358,2026-06-07,Llamada,True,True,True,True,Seg #173
380,2026-01-28,Presencial,False,True,False,True,Seg #174
908,2026-05-25,Presencial,True,False,True,False,Seg #175
871,2026-05-08,Presencial,True,False,True,True,Seg #176
658,2026-03-20,Presencial,False,False,True,False,Seg #177
450,2026-02-02,Presencial,True,False,True,False,Seg #178
586,2026-05-24,Presencial,True,False,False,True,Seg #179
463,2026-01-08,Virtual,False,True,True,False,Seg #180
990,2026-06-27,Llamada,True,False,False,True,Seg #181
108,2026-05-05,Presencial,False,True,True,True,Seg #182
122,2026-01-09,Presencial,True,True,True,True,Seg #183
17,2026-06-11,Llamada,False,True,False,True,Seg #184
196,2026-06-14,Presencial,False,True,True,False,Seg #185
327,2026-03-04,Llamada,True,True,True,True,Seg #186
318,2026-04-21,Llamada,True,True,False,False,Seg #187
809,2026-06-27,Llamada,True,True,False,True,Seg #188
479,2026-06-17,Llamada,True,False,True,False,Seg #189
252,2026-06-28,Presencial,True,False,True,True,Seg #190
503,2026-04-12,Presencial,True,True,True,False,Seg #191
999,2026-05-07,Virtual,True,True,True,True,Seg #192
119,2026-02-19,Presencial,False,True,True,False,Seg #193
674,2026-03-03,Llamada,True,True,False,False,Seg #194
710,2026-06-07,Virtual,True,True,True,False,Seg #195
498,2026-01-20,Virtual,True,False,False,True,Seg #196
486,2026-01-24,Presencial,True,True,True,True,Seg #197
45,2026-04-10,Presencial,True,True,True,False,Seg #198
314,2026-02-04,Virtual,True,True,False,True,Seg #199
179,2026-01-23,Presencial,False,True,True,True,Seg #200
894,2026-05-02,Virtual,False,True,True,True,Seg #201
418,2026-02-04,Llamada,True,True,True,True,Seg #202
556,2026-05-13,Llamada,True,False,False,True,Seg #203
783,2026-04-29,Presencial,True,True,True,True,Seg #204
78,2026-03-13,Presencial,True,True,True,True,Seg #205
326,2026-02-01,Virtual,True,True,True,True,Seg #206
690,2026-01-30,Virtual,True,True,True,True,Seg #207
357,2026-03-14,Llamada,True,True,False,True,Seg #208
416,2026-04-16,Llamada,True,True,True,False,Seg #209
963,2026-06-01,Virtual,True,True,True,True,Seg #210
515,2026-05-04,Presencial,True,True,True,True,Seg #211
214,2026-03-06,Llamada,True,True,False,True,Seg #212
854,2026-01-23,Presencial,False,True,False,True,Seg #213
74,2026-03-23,Presencial,False,True,False,True,Seg #214
563,2026-06-12,Virtual,True,True,True,True,Seg #215
579,2026-01-06,Presencial,True,True,True,False,Seg #216
509,2026-01-09,Llamada,True,True,True,True,Seg #217
332,2026-03-29,Virtual,True,True,False,False,Seg #218
93,2026-03-10,Presencial,True,True,False,False,Seg #219
688,2026-02-05,Presencial,True,True,False,True,Seg #220
657,2026-04-29,Llamada,True,True,True,True,Seg #221
519,2026-03-07,Presencial,True,True,True,True,Seg #222
269,2026-03-10,Llamada,True,False,True,False,Seg #223
376,2026-05-15,Llamada,False,False,False,False,Seg #224
834,2026-05-05,Presencial,True,False,True,False,Seg #225
4,2026-03-05,Llamada,True,False,False,True,Seg #226
138,2026-05-17,Presencial,True,False,True,False,Seg #227
231,2026-01-21,Llamada,True,False,True,False,Seg #228
600,2026-02-06,Presencial,True,True,True,True,Seg #229
529,2026-06-27,Llamada,True,True,True,True,Seg #230
52,2026-02-03,Llamada,True,True,True,True,Seg #231
646,2026-05-15,Llamada,True,True,True,True,Seg #232
723,2026-02-08,Virtual,True,False,True,False,Seg #233
325,2026-05-15,Virtual,True,True,True,True,Seg #234
992,2026-04-14,Llamada,True,False,False,True,Seg #235
970,2026-02-27,Virtual,True,True,False,True,Seg #236
905,2026-04-17,Presencial,True,True,True,True,Seg #237
731,2026-03-20,Virtual,True,True,True,True,Seg #238
717,2026-02-14,Llamada,True,True,True,False,Seg #239
723,2026-04-02,Presencial,True,True,False,True,Seg #240
277,2026-02-07,Llamada,False,False,True,True,Seg #241
536,2026-04-23,Llamada,False,False,True,True,Seg #242
486,2026-05-01,Virtual,True,False,False,True,Seg #243
516,2026-02-13,Presencial,False,True,True,True,Seg #244
152,2026-05-12,Llamada,True,False,False,True,Seg #245
955,2026-06-28,Llamada,False,True,True,True,Seg #246
483,2026-03-16,Presencial,True,True,True,True,Seg #247
259,2026-03-10,Presencial,True,False,True,True,Seg #248
324,2026-03-29,Llamada,True,True,False,True,Seg #249
869,2026-03-05,Virtual,True,True,False,False,Seg #250
168,2026-04-11,Llamada,True,True,True,True,Seg #251
688,2026-03-14,Llamada,False,False,True,False,Seg #252
310,2026-05-11,Virtual,True,True,True,True,Seg #253
803,2026-02-04,Llamada,True,True,False,True,Seg #254
479,2026-01-12,Llamada,True,True,True,False,Seg #255
56,2026-05-27,Presencial,True,False,False,True,Seg #256
620,2026-05-16,Virtual,True,False,True,True,Seg #257
473,2026-01-28,Llamada,True,True,True,True,Seg #258
296,2026-04-23,Virtual,True,True,True,False,Seg #259
461,2026-03-30,Virtual,True,True,False,True,Seg #260
324,2026-04-28,Llamada,True,True,False,True,Seg #261
814,2026-01-17,Presencial,True,True,True,True,Seg #262
846,2026-05-13,Llamada,True,True,True,False,Seg #263
141,2026-02-02,Presencial,False,True,True,True,Seg #264
667,2026-04-18,Virtual,True,False,True,True,Seg #265
262,2026-06-26,Virtual,True,True,False,True,Seg #266
785,2026-03-23,Llamada,True,False,True,False,Seg #267
420,2026-04-22,Presencial,True,False,False,True,Seg #268
744,2026-04-02,Presencial,True,False,False,True,Seg #269
241,2026-06-27,Llamada,True,True,False,False,Seg #270
355,2026-02-25,Llamada,True,True,False,True,Seg #271
849,2026-05-23,Llamada,True,False,True,True,Seg #272
770,2026-01-19,Presencial,True,True,False,False,Seg #273
761,2026-02-22,Presencial,True,True,True,False,Seg #274
589,2026-06-07,Llamada,True,True,True,True,Seg #275
180,2026-05-05,Virtual,True,True,False,True,Seg #276
66,2026-03-23,Virtual,True,False,True,True,Seg #277
820,2026-04-22,Presencial,True,True,False,False,Seg #278
348,2026-05-21,Llamada,False,True,False,False,Seg #279
171,2026-01-08,Presencial,True,False,False,True,Seg #280
474,2026-05-02,Llamada,True,False,True,False,Seg #281
534,2026-03-15,Llamada,True,True,False,False,Seg #282
367,2026-05-05,Presencial,True,True,True,True,Seg #283
107,2026-05-31,Llamada,True,True,False,True,Seg #284
439,2026-04-08,Llamada,True,True,True,True,Seg #285
835,2026-01-30,Llamada,True,False,True,True,Seg #286
227,2026-05-26,Llamada,True,True,True,False,Seg #287
444,2026-01-24,Llamada,True,True,True,False,Seg #288
442,2026-01-30,Virtual,True,True,True,True,Seg #289
396,2026-03-15,Llamada,True,True,True,True,Seg #290
728,2026-03-17,Llamada,False,True,True,True,Seg #291
581,2026-01-24,Llamada,True,True,False,False,Seg #292
84,2026-04-06,Virtual,False,False,True,True,Seg #293
615,2026-02-16,Presencial,False,True,True,True,Seg #294
551,2026-01-19,Llamada,False,False,True,True,Seg #295
13,2026-06-17,Virtual,False,True,False,True,Seg #296
809,2026-03-03,Llamada,True,True,True,True,Seg #297
825,2026-02-13,Llamada,True,True,True,False,Seg #298
693,2026-04-12,Llamada,True,True,True,True,Seg #299
493,2026-02-07,Llamada,True,True,True,True,Seg #300
268,2026-03-17,Llamada,False,True,True,True,Seg #301
525,2026-04-22,Presencial,False,False,True,True,Seg #302
120,2026-05-18,Llamada,True,False,False,True,Seg #303
970,2026-04-19,Presencial,True,True,True,True,Seg #304
353,2026-05-17,Llamada,True,True,True,False,Seg #305
57,2026-03-16,Llamada,True,False,True,True,Seg #306
40,2026-04-08,Presencial,True,True,True,True,Seg #307
886,2026-04-10,Virtual,True,False,False,True,Seg #308
336,2026-03-16,Llamada,False,False,True,False,Seg #309
640,2026-06-10,Presencial,True,True,False,True,Seg #310
173,2026-01-04,Llamada,False,True,False,False,Seg #311
547,2026-01-21,Llamada,True,True,True,True,Seg #312
259,2026-06-24,Llamada,False,False,False,True,Seg #313
888,2026-04-22,Llamada,True,True,True,True,Seg #314
517,2026-02-24,Llamada,False,False,True,False,Seg #315
730,2026-02-08,Llamada,True,True,True,True,Seg #316
523,2026-01-22,Virtual,True,True,True,True,Seg #317
894,2026-02-03,Llamada,True,True,True,True,Seg #318
839,2026-02-08,Presencial,False,True,True,True,Seg #319
117,2026-01-06,Llamada,True,True,True,True,Seg #320
184,2026-02-02,Presencial,True,True,True,True,Seg #321
906,2026-01-12,Presencial,True,True,True,True,Seg #322
874,2026-01-28,Llamada,True,True,True,True,Seg #323
116,2026-03-03,Llamada,False,True,True,True,Seg #324
162,2026-02-23,Presencial,True,True,True,True,Seg #325
579,2026-02-09,Virtual,True,True,True,True,Seg #326
712,2026-05-05,Llamada,False,True,True,True,Seg #327
543,2026-01-17,Llamada,False,False,True,True,Seg #328
587,2026-05-04,Virtual,False,False,True,True,Seg #329
237,2026-06-10,Llamada,True,True,True,True,Seg #330
839,2026-04-10,Presencial,True,True,False,True,Seg #331
66,2026-04-23,Llamada,True,False,True,True,Seg #332
70,2026-02-20,Llamada,True,False,True,False,Seg #333
809,2026-04-05,Presencial,True,False,True,True,Seg #334
447,2026-01-17,Presencial,True,True,True,True,Seg #335
416,2026-05-13,Llamada,True,True,True,True,Seg #336
532,2026-02-04,Presencial,True,True,True,True,Seg #337
441,2026-03-08,Virtual,False,False,True,True,Seg #338
738,2026-04-03,Presencial,True,True,True,True,Seg #339
946,2026-04-07,Llamada,True,True,False,False,Seg #340
464,2026-02-23,Presencial,False,True,True,True,Seg #341
921,2026-02-11,Presencial,True,True,True,False,Seg #342
396,2026-01-13,Virtual,True,True,False,True,Seg #343
711,2026-01-21,Presencial,False,True,True,False,Seg #344
551,2026-01-04,Llamada,False,True,False,True,Seg #345
657,2026-03-06,Presencial,True,True,True,False,Seg #346
557,2026-02-24,Presencial,True,True,True,True,Seg #347
395,2026-04-21,Llamada,True,True,True,True,Seg #348
326,2026-04-06,Presencial,True,True,False,True,Seg #349
893,2026-05-29,Llamada,True,True,True,False,Seg #350
919,2026-04-11,Presencial,True,True,False,False,Seg #351
91,2026-01-30,Llamada,True,True,True,True,Seg #352
750,2026-05-01,Presencial,True,True,True,True,Seg #353
70,2026-05-01,Virtual,True,True,False,True,Seg #354
166,2026-03-25,Virtual,True,True,True,True,Seg #355
642,2026-06-03,Virtual,True,True,False,True,Seg #356
214,2026-05-19,Virtual,True,True,True,False,Seg #357
852,2026-01-13,Llamada,True,True,False,True,Seg #358
601,2026-01-15,Presencial,True,True,True,True,Seg #359
335,2026-04-06,Presencial,True,False,True,True,Seg #360
764,2026-01-05,Virtual,True,True,False,True,Seg #361
369,2026-06-14,Llamada,True,True,True,True,Seg #362
861,2026-03-25,Virtual,True,True,True,True,Seg #363
584,2026-03-25,Presencial,True,False,True,True,Seg #364
677,2026-04-27,Virtual,True,True,True,True,Seg #365
49,2026-04-18,Llamada,True,True,False,True,Seg #366
52,2026-04-07,Llamada,True,True,True,True,Seg #367
289,2026-06-26,Virtual,True,True,True,False,Seg #368
790,2026-06-29,Llamada,True,False,True,True,Seg #369
626,2026-06-09,Virtual,True,True,False,False,Seg #370
239,2026-03-11,Llamada,False,False,True,True,Seg #371
133,2026-05-05,Presencial,True,True,True,True,Seg #372
999,2026-04-26,Llamada,True,True,True,True,Seg #373
786,2026-04-18,Presencial,False,True,True,False,Seg #374
166,2026-03-25,Presencial,False,True,False,False,Seg #375
374,2026-02-07,Llamada,True,True,True,True,Seg #376
373,2026-03-11,Llamada,True,True,True,True,Seg #377
805,2026-01-03,Llamada,True,True,True,False,Seg #378
478,2026-02-26,Presencial,True,False,False,True,Seg #379
755,2026-01-15,Presencial,True,True,True,False,Seg #380
479,2026-04-06,Presencial,True,True,True,True,Seg #381
832,2026-04-16,Presencial,True,True,True,True,Seg #382
650,2026-04-04,Presencial,True,True,False,True,Seg #383
591,2026-01-14,Llamada,True,True,True,True,Seg #384
682,2026-05-24,Llamada,False,True,True,False,Seg #385
635,2026-05-03,Llamada,True,False,True,True,Seg #386
688,2026-02-13,Virtual,True,True,True,True,Seg #387
300,2026-03-24,Virtual,True,True,False,True,Seg #388
82,2026-04-29,Llamada,True,True,True,True,Seg #389
87,2026-05-13,Presencial,True,False,False,True,Seg #390
225,2026-05-30,Virtual,False,True,True,False,Seg #391
16,2026-02-16,Presencial,False,True,True,False,Seg #392
822,2026-06-10,Llamada,True,False,True,True,Seg #393
358,2026-06-11,Llamada,True,False,False,False,Seg #394
163,2026-01-28,Presencial,True,True,True,True,Seg #395
610,2026-02-24,Virtual,True,False,False,True,Seg #396
668,2026-04-24,Presencial,True,True,True,True,Seg #397
514,2026-03-13,Llamada,True,True,True,False,Seg #398
350,2026-03-07,Llamada,True,True,False,False,Seg #399
909,2026-02-08,Virtual,True,False,False,True,Seg #400
681,2026-03-03,Virtual,True,True,True,True,Seg #401
464,2026-04-13,Presencial,False,True,True,True,Seg #402
827,2026-03-07,Presencial,True,False,True,True,Seg #403
837,2026-03-31,Llamada,True,True,True,True,Seg #404
375,2026-06-17,Virtual,True,False,True,True,Seg #405
92,2026-01-27,Virtual,True,True,True,False,Seg #406
181,2026-02-26,Llamada,True,True,True,False,Seg #407
743,2026-01-14,Presencial,True,True,True,True,Seg #408
301,2026-05-04,Llamada,False,False,False,True,Seg #409
660,2026-06-03,Llamada,True,True,True,False,Seg #410
792,2026-06-05,Llamada,True,True,True,False,Seg #411
189,2026-03-10,Llamada,True,True,False,True,Seg #412
859,2026-04-26,Llamada,False,False,True,True,Seg #413
862,2026-01-29,Presencial,False,True,True,False,Seg #414
314,2026-02-20,Presencial,True,True,True,False,Seg #415
493,2026-05-18,Presencial,True,True,True,True,Seg #416
923,2026-03-26,Llamada,True,False,False,True,Seg #417
922,2026-05-20,Llamada,True,True,True,True,Seg #418
128,2026-06-25,Presencial,True,True,True,True,Seg #419
519,2026-01-15,Llamada,True,False,True,False,Seg #420
426,2026-06-08,Llamada,True,False,False,True,Seg #421
559,2026-04-03,Virtual,True,True,False,False,Seg #422
565,2026-02-28,Presencial,True,False,True,True,Seg #423
187,2026-01-04,Virtual,False,True,True,True,Seg #424
550,2026-01-11,Presencial,True,True,True,True,Seg #425
453,2026-02-04,Llamada,True,True,True,False,Seg #426
471,2026-05-11,Presencial,True,True,True,False,Seg #427
988,2026-06-20,Llamada,True,False,True,True,Seg #428
738,2026-06-19,Presencial,True,True,False,True,Seg #429
565,2026-04-18,Llamada,True,True,True,False,Seg #430
911,2026-06-23,Virtual,True,True,True,True,Seg #431
224,2026-01-30,Llamada,True,True,False,False,Seg #432
154,2026-05-21,Virtual,True,True,True,True,Seg #433
560,2026-01-18,Virtual,True,True,True,True,Seg #434
351,2026-04-07,Presencial,False,True,True,True,Seg #435
147,2026-04-20,Presencial,True,False,True,False,Seg #436
905,2026-05-07,Presencial,True,True,False,False,Seg #437
576,2026-02-14,Virtual,True,True,False,True,Seg #438
349,2026-05-15,Presencial,False,True,True,True,Seg #439
182,2026-02-08,Virtual,True,True,False,True,Seg #440
637,2026-01-06,Presencial,True,False,False,True,Seg #441
179,2026-03-19,Virtual,False,False,True,True,Seg #442
39,2026-05-20,Presencial,True,True,False,False,Seg #443
772,2026-05-02,Presencial,True,True,True,True,Seg #444
894,2026-06-19,Virtual,True,True,True,True,Seg #445
3,2026-02-21,Virtual,False,True,True,True,Seg #446
64,2026-06-24,Presencial,True,True,True,True,Seg #447
29,2026-04-12,Llamada,True,False,False,True,Seg #448
372,2026-02-20,Presencial,True,False,False,False,Seg #449
523,2026-03-14,Virtual,True,True,False,False,Seg #450
97,2026-06-28,Virtual,True,False,True,True,Seg #451
870,2026-06-04,Virtual,True,False,True,True,Seg #452
442,2026-03-09,Llamada,True,False,True,False,Seg #453
203,2026-03-16,Presencial,True,False,True,True,Seg #454
411,2026-05-22,Presencial,True,True,True,True,Seg #455
993,2026-01-21,Virtual,False,True,True,False,Seg #456
21,2026-02-22,Llamada,True,False,True,False,Seg #457
551,2026-06-23,Virtual,False,False,True,True,Seg #458
735,2026-03-22,Presencial,True,False,True,True,Seg #459
102,2026-01-22,Llamada,True,True,True,False,Seg #460
46,2026-02-27,Llamada,True,True,False,True,Seg #461
66,2026-01-06,Llamada,True,True,True,True,Seg #462
603,2026-03-16,Presencial,False,True,True,True,Seg #463
164,2026-03-22,Llamada,False,True,False,True,Seg #464
971,2026-06-27,Llamada,True,True,False,False,Seg #465
111,2026-03-13,Virtual,True,True,False,True,Seg #466
338,2026-06-12,Llamada,True,True,True,False,Seg #467
123,2026-05-30,Llamada,True,True,True,False,Seg #468
705,2026-02-14,Presencial,True,True,False,True,Seg #469
447,2026-06-19,Presencial,True,True,False,True,Seg #470
611,2026-02-12,Virtual,True,True,True,True,Seg #471
291,2026-05-16,Presencial,True,False,True,True,Seg #472
671,2026-03-04,Virtual,False,True,True,True,Seg #473
412,2026-06-15,Presencial,False,True,True,True,Seg #474
615,2026-02-22,Llamada,True,False,True,True,Seg #475
897,2026-04-29,Llamada,False,True,True,True,Seg #476
281,2026-03-14,Presencial,True,True,False,True,Seg #477
43,2026-03-04,Llamada,True,True,True,True,Seg #478
486,2026-06-10,Presencial,True,False,False,True,Seg #479
596,2026-01-24,Presencial,True,True,True,True,Seg #480
963,2026-06-18,Llamada,True,False,True,True,Seg #481
703,2026-01-20,Llamada,False,False,True,False,Seg #482
51,2026-06-27,Llamada,False,True,False,False,Seg #483
898,2026-01-26,Presencial,True,True,True,True,Seg #484
210,2026-03-21,Presencial,True,True,True,False,Seg #485
126,2026-05-03,Presencial,True,True,False,False,Seg #486
492,2026-02-23,Llamada,True,True,True,True,Seg #487
509,2026-06-04,Presencial,True,False,False,True,Seg #488
960,2026-04-23,Virtual,True,True,False,False,Seg #489
970,2026-06-06,Llamada,True,True,False,True,Seg #490
581,2026-02-20,Presencial,True,False,True,True,Seg #491
777,2026-03-26,Virtual,True,True,True,False,Seg #492
258,2026-06-06,Llamada,True,True,False,True,Seg #493
930,2026-02-03,Presencial,True,False,True,True,Seg #494
188,2026-01-20,Llamada,True,False,True,True,Seg #495
